Package_Name,Total_Paths,Total_Error,Total_ File_Descriptor,Python_Related_Keywords,Install_Package_Keywords,Root_DIR_Installation,Temporary_DIR_Installation,Home_DIR_Installation,User_Access,Sys_Access,Etc_DIR_Installation,Other_DIR_Installation,Level
iphack,2719,2719,15,2338,582,0,411,1250,742,62,48,206,0
iphone-checker,26624,26624,48,2607,2923,0,252,1240,1435,1209,295,22193,0
ipinfo,48913,48913,44,2382,6790,503,97,908,2108,1146,837,43314,0
ipllow-0.1.tar.gz,13308,13308,23,4426,6120,1220,75,1928,1523,467,356,7739,1
ipp-utils,61533,61533,45,3244,7269,505,77,1468,2441,102,838,56102,0
iproxy,30581,30581,24,1697,4832,497,26,505,1225,586,536,27206,0
ipush,29612,29612,27,1811,5042,497,67,576,1372,86,548,26466,0
ip-utils,4479,4479,20,1221,743,0,234,641,561,1211,138,1694,0
ipyhtmx,3482,3482,17,208,359,0,89,107,341,1209,116,1620,0
ipyhton-0.1.tar.gz,77154,77154,30,1852,2986,0,87,1301,1354,84,292,74036,1
ipykernel,1109,1109,23,662,571,0,248,375,275,51,35,125,0
ipyparams,5852,5852,24,1348,2535,0,122,849,588,57,117,4119,0
ipython,48612,48612,31,3176,6255,497,287,1569,1530,104,611,44014,0
ipython-beautifulsoup,12329,12329,31,801,2331,0,255,373,535,1130,192,9844,0
ipython-mongo,11355,11355,22,1052,2963,0,226,575,656,1128,185,8585,0
ipytone,49954,49954,25,2238,4939,497,288,725,1766,1164,699,44815,0
ipywidgets,2344,2344,27,763,1885,0,100,616,820,69,44,695,0
ireland,34602,34602,28,1812,4589,497,27,602,1460,993,594,30429,0
ironic,317,317,12,118,72,0,118,1,23,48,21,106,0
ironic-secureboot-driver-31463.0.0.tar.gz,33766,33766,23,5966,8063,1204,47,2821,2964,719,765,25246,1
ironic-staging-drivers,47012,47012,20,2387,5103,497,300,896,1680,1154,684,41801,0
isatools,5242,5242,41,572,1349,0,514,57,315,1145,175,3036,0
is-base-64,33350,33350,17,527,2196,0,24,446,483,86,96,32215,0
iscord-py-0.1.tar.gz,35457,35457,22,1108,4307,30,73,740,685,957,434,32538,1
iscord-webhook-0.1.tar.gz,3339,3339,17,8,253,0,6,3,158,1152,124,1896,1
isfilled,9270,9270,21,1331,2745,0,122,836,553,80,125,7554,0
ishell,6973,6973,25,3254,2919,0,77,3190,202,1215,138,2151,0
islykill,4073,4073,25,686,949,0,4,618,481,1198,106,1666,0
ismplejson-0.1.tar.gz,7404,7404,23,896,3339,70,91,739,268,597,279,5360,1
isodate,674,674,17,115,193,0,22,82,58,53,31,428,0
isoduration,1817,1817,21,1020,1090,0,95,845,345,57,105,370,0
isort,1514,1514,26,538,693,0,21,471,309,71,65,577,0
istr,42543,42543,25,506,2543,2,23,421,739,1269,276,39813,0
istrings,12898,12898,33,1508,3282,0,116,977,962,1142,216,9485,0
isvirtual,11522,11522,19,1565,3749,0,164,1404,233,1082,168,8471,0
itanicpackagegna,4767,4767,22,43,2167,0,0,6,360,634,400,3367,0
itcoinlib-0.1.tar.gz,14097,14097,22,5701,7267,1255,97,2785,2144,584,486,6746,1
itertoolz,12543,12543,27,1082,3684,0,100,744,668,1210,264,9557,0
iTesting,17566,17566,25,1757,3402,0,218,1185,545,77,84,15457,0
itpminer,26657,26657,24,2214,5545,497,134,876,1541,512,690,22407,0
itpython-0.1.tar.gz,3498,3498,9,1537,2999,661,2,602,307,110,10,1806,1
itsdangerous,1114,1114,25,298,413,0,23,242,289,67,63,430,0
iuse,35944,35944,26,1696,5282,497,27,505,1287,877,574,32177,0
j3y5r-0.0.0.tar.gz,30613,30613,31,5120,4338,0,152,4768,782,33,156,24722,1
ja3,4989,4989,46,2888,1988,4,253,1760,1171,113,152,1536,0
ja3-hashscript-0.1.tar.gz,29039,29039,25,1672,3114,0,48,1461,847,35,156,26492,1
janggu,5385,5385,43,209,1811,4,28,1,629,1211,225,3287,0
jango-metamask-auth-4.5.2.tar.gz,3610,3610,20,702,1563,1,29,508,407,239,329,2097,1
jango-web3-auth-4.5.2.tar.gz,14008,14008,26,6436,6447,553,232,4358,2158,833,539,5335,1
jaraco-classes,731,731,19,130,198,0,37,77,97,52,47,421,0
jaraco-context,12392,12392,46,709,3507,11,24,127,1049,43,306,10832,0
jaraco-functools,1688,1688,33,896,1055,0,42,769,362,56,51,408,0
jas9do1-7.72.tar.gz,12071,12071,23,2426,6737,15,51,1748,1189,315,389,8364,1
jason,5202,5202,20,1513,2116,0,124,973,738,679,91,2597,0
jasonqwu,12810,12810,23,4611,5126,0,24,4561,494,1184,208,6339,0
javapatch-0.6.tar.gz,80931,80931,28,1219,3300,0,110,997,1088,72,231,78433,1
javapatch-0.7.tar.gz,30828,30828,32,2891,3685,0,111,2768,871,32,216,26830,1
javascript,37605,37605,43,2134,6496,501,87,682,1877,508,719,33231,0
jax-cfd,59708,59708,44,6491,10083,501,162,4815,2308,1168,864,49890,0
jdReplace,54649,54649,47,2631,6921,503,115,1017,2186,1268,887,48673,0
jedi,1696,1696,13,922,1361,0,4,809,336,65,38,444,0
jeepney,3735,3735,51,821,2366,4,21,605,580,548,161,1816,0
jeilyfish-0.7.0.tar.gz,32475,32475,32,2717,3460,0,140,2270,1124,34,173,28734,1
jeilyfish-0.7.1.tar.gz,62370,62370,46,5041,12387,30,163,3170,5929,452,2005,50621,1
jellyfin-mpv-shim,8645,8645,42,998,2453,10,121,416,1214,1235,354,5295,0
jellyfish,19012,19012,25,846,3039,0,26,731,555,680,168,16852,0
jesus,5669,5669,22,1265,1395,0,88,816,589,1128,171,2877,0
jetkiller,40384,40384,48,1376,7412,4,191,365,1088,78,470,38188,0
jfqyotpnvb-0.0.1-py3-none-any.tar.gz,48132,48132,32,4844,11967,508,52,3117,4155,868,2542,36890,1
jimplejson,50025,50025,30,7616,9781,497,457,5066,3240,97,876,39792,0
jinja2,24391,24391,27,400,2246,1,40,212,378,80,107,23573,0
jksandbox-99.0.tar.gz,27811,27811,26,2762,3510,1,93,2559,962,28,166,24002,1
jmdrs-1.0.4.tar.gz,69068,69068,21,3583,10511,5,137,2609,4484,463,2886,58484,1
jmdrs-1.0.5.tar.gz,220100,220100,21,6432,12868,506,154,4035,16453,524,12270,186158,1
jmdrs-1.0.6.tar.gz,160810,160810,25,4213,10627,1,191,2808,12883,455,8062,136410,1
jmespath,1090,1090,23,451,533,0,23,376,284,56,50,301,0
jndi-deobfuscate,4120,4120,47,101,782,3,23,51,325,1010,229,2479,0
joblib,48658,48658,26,561,2561,0,23,521,554,94,121,47345,0
johnbucmoore-package,4163,4163,25,136,653,0,5,480,374,1191,145,1968,0
johnhammondfanpackage124-1.0.0.tar.gz,30215,30215,26,1815,3297,0,110,1390,1083,85,166,27381,1
johnhammondontop183-1.0.0.tar.gz,36482,36482,26,4901,5896,497,120,3702,2250,82,250,29581,1
joker-test,1887,1887,22,1288,539,0,122,803,497,55,46,364,0
jonhamm,5515,5515,34,320,1077,0,124,167,575,1130,194,3325,0
jpstocks,52458,52458,42,4295,6817,797,30,2151,2535,1219,787,44939,0
jrl,58159,58159,25,3430,5983,503,38,1868,2273,1312,742,51423,0
js.ngupload,81934,81934,25,2614,5004,0,139,1820,2399,1043,706,75827,0
jsdhgsdysdhggds,12817,12817,17,3305,2072,0,331,720,8489,1212,155,1910,0
json5,3484,3484,22,358,1283,0,23,296,252,71,39,2803,0
json-advanced,6589,6589,23,3508,2962,0,41,3440,220,1114,112,1662,0
json-formatter,13214,13214,41,2468,6208,501,9,1068,1644,480,561,8951,0
jsonpatch,1519,1519,27,544,819,0,40,461,296,56,51,615,0
jsonpath-ng,43911,43911,20,1517,2414,0,180,944,960,104,184,41539,0
jsonpointer,19367,19367,38,500,3406,4,23,316,613,60,145,18206,0
jsonpull,21541,21541,25,1470,4589,0,122,829,704,1117,263,18506,0
json-replacer,3370,3370,26,186,375,0,23,129,192,1199,106,1721,0
jsonschema,20979,20979,27,962,3975,1,90,659,619,63,121,19426,0
jsonschema-specifications,8293,8293,24,604,2365,0,73,476,347,40,52,7305,0
j-test,518,518,16,139,178,0,23,98,226,54,35,82,0
judyb,8485,8485,19,1235,3573,0,8,1015,540,62,119,6741,0
judyb-advanced-0.1.0.tar.gz,151695,151695,24,3565,10052,1,190,2231,13064,448,7990,127771,1
juk-0.1-py3-none-any.tar.gz,114734,114734,23,683,7047,0,20,418,9186,251,736,104123,1
Juke,69613,69613,31,3398,6201,503,32,1954,2202,1287,764,62871,0
junk,5318,5318,18,1805,2848,497,8,769,1032,343,426,2243,0
junk-dbt,9637,9637,21,1063,3041,0,156,788,480,1190,138,6885,0
junkdraw,3565,3565,21,230,451,0,23,175,419,1115,127,1706,0
junkeldat-1.0.tar.gz,31267,31267,36,1669,3438,0,95,1415,1111,81,242,28323,1
junker,41655,41655,26,181,2272,0,23,133,304,84,104,41007,0
Jupiter,29583,29583,26,1742,4951,497,8,562,1249,513,603,26151,0
jupitercalc-0.0.4.tar.gz,81113,81113,49,2077,4256,8,107,1471,1788,125,495,77119,1
jupitercalc-0.0.5.tar.gz,33194,33194,37,1775,3526,0,102,1480,1133,83,244,30152,1
jupyter,67129,67129,44,3787,7591,504,103,2044,2806,1244,882,59546,0
jupyter_calendar_extension-0.1.tar.gz,3473,3473,15,1095,1459,0,69,793,272,111,33,2195,1
jupyter_qtconsole,18079,18079,29,841,4315,0,115,525,490,494,150,16305,0
jupyter-analysis-extension,7284,7284,17,662,2317,0,196,295,288,69,91,6345,0
jupyter-calendar-extension-0.1.tar.gz,3473,3473,15,1095,1459,0,69,793,272,111,33,2195,1
jupyter-client,1736,1736,11,1318,1139,0,118,1141,279,62,38,98,0
jupyter-console,51542,51542,27,2212,5165,497,263,710,1583,1151,669,46669,0
jupyter-core,1611,1611,24,867,941,0,53,753,310,53,46,396,0
jupyter-events,7526,7526,24,1402,3228,0,201,1001,551,60,108,5605,0
jupyterlab,828,828,15,327,241,0,198,111,273,50,53,143,0
jupyterlab_atp_extension,27720,27720,23,1906,5222,497,43,693,1476,464,607,23940,0
jupyterlab-pygments,6564,6564,21,652,2283,0,23,570,365,59,110,5437,0
jupyterlab-server,1778,1778,24,1047,1171,0,199,754,337,76,48,364,0
jupyterlab-widgets,5609,5609,25,306,1967,0,23,267,331,65,108,4815,0
jupyter-lsp,1365,1365,14,950,938,0,114,755,300,50,39,107,0
jupyter-openbis-extension,10814,10814,25,26,2624,0,4,27,311,1191,195,9086,0
jupyter-pytest-2,9235,9235,28,332,2129,0,5,310,231,1104,153,7432,0
jupyter-pytest-fi-console-8.7.5.tar.gz,8134,8134,46,1584,3416,4,75,878,1310,1080,260,4527,1
jupyter-pytest-fi-console-8.7.6.tar.gz,69474,69474,47,1551,9711,4,69,843,5171,1055,658,61674,1
jupyter-ra-extension,21125,21125,25,1793,4847,497,27,598,1202,916,508,17377,0
jupyter-server,2724,2724,42,689,1617,4,287,214,598,50,155,1416,0
jupyter-server-terminals,0,0,0,0,0,0,0,0,0,0,0,0,0
jxhcfdwvun-0.0.1-py3-none-any.tar.gz,70850,70850,49,3552,11024,501,33,1579,5938,1061,720,61018,1
jxzspwqwup-0.0.1-py3-none-any.tar.gz,225673,225673,33,6670,12792,1012,54,3889,16338,1210,8763,194407,1
jylab,8495,8495,26,1338,2955,0,137,834,640,1116,194,5574,0
jyl-selenium,14035,14035,23,1580,3352,0,195,1272,457,66,113,11932,0
jyro,7205,7205,13,4368,3259,0,541,3814,351,1046,99,1354,0
j-ython,39279,39279,41,1486,3926,4,123,820,921,93,201,37117,0
jython-sqlite3,1750,1750,15,28,1328,0,3,13,42,115,18,1559,0
jzyRLjROXlCa-0.3.2.tar.gz,59632,59632,32,1883,7600,0,143,1176,4726,1054,462,52071,1
kaalka,7422,7422,26,761,1613,0,40,721,1938,1234,158,3331,0
kafka-python,22853,22853,23,1122,3049,0,24,981,417,71,66,21294,0
kafka-python-dataclasses,49112,49112,43,2881,7045,501,61,1338,1962,1267,785,43198,0
kahless,1109,1109,25,251,429,0,4,217,262,68,57,501,0
kalendar,12259,12259,21,788,2505,0,26,691,428,106,118,10890,0
kalna,954,954,18,316,469,0,52,114,219,67,99,403,0
kamodo-ccmc,1042,1042,14,18,92,0,18,0,38,116,23,847,0
kangpy-1.0.tar.gz,35367,35367,28,2208,3736,0,119,1918,1162,82,255,31831,1
kanirequests,12116,12116,32,1476,1977,0,326,729,594,72,140,10255,0
kanpy,5051,5051,20,1670,940,0,175,1129,620,1114,141,1872,0
kars,60183,60183,42,3120,7415,501,121,1471,2284,1169,814,53823,0
kathra-core-model,61241,61241,44,3631,7416,505,81,1963,2557,1252,905,53978,0
kayauthgen-0.0.0.tar.gz,35276,35276,31,2400,3978,0,140,2301,789,90,165,31791,1
kaze,38005,38005,34,2727,5565,497,258,994,1826,1138,737,32555,0
kazer12-1.tar.gz,37860,37860,30,2995,3979,0,221,2481,1189,1040,230,32699,1
kazer12-2.tar.gz,38370,38370,37,2995,4035,0,222,2482,1155,1042,232,33237,1
kcalendar-0.1.tar.gz,10452,10452,20,4653,5872,1203,24,2131,1640,356,156,4942,1
kdGUI,6971,6971,16,3963,2512,0,189,3371,597,1108,113,1593,0
Kears-1.0.tar.gz,14564,14564,21,2658,8370,1,55,1749,1388,313,461,10597,1
keccak-hash,4367,4367,24,1617,1680,0,114,774,1924,93,55,1407,0
keccaky,9957,9957,22,1551,4083,497,26,511,970,735,513,6705,0
keras,4545,4545,46,1379,2235,8,54,863,956,66,227,2371,0
keras-arg-19.14.9.tar.gz,46874,46874,26,1988,9798,1,89,1263,3585,364,2700,38872,1
keras-aug,58420,58420,25,2950,6114,497,141,1464,1986,1171,774,52387,0
keras-beautifulsoup-2.9.2.tar.gz,56720,56720,45,2066,9944,12,71,849,5935,1078,814,47961,1
kers-0.6.tar.gz,31731,31731,26,1704,3714,0,92,1269,1073,1040,221,28036,1
kevopaypal,6452,6452,19,3036,2458,0,320,2552,622,1183,130,1645,0
keyauth,22953,22953,20,1310,4737,343,69,651,725,373,498,20294,0
keyauthkey-0.0.0.tar.gz,64427,64427,37,3322,4815,0,143,3100,1145,860,250,58929,1
keyauthy,9955,9955,31,6390,5645,0,126,6259,242,1178,135,2015,0
keybaord-4.4.7.tar.gz,27730,27730,50,2271,4687,4,121,1734,1339,1034,320,23178,1
keyboard,7919,7919,20,1895,4631,498,24,551,1292,338,482,4734,0
keycloaknanny,3354,3354,19,3,326,0,0,0,168,1182,129,1875,0
keycrypt,1008,1008,21,331,443,0,23,265,262,75,51,332,0
keyhint,1042,1042,17,468,624,0,371,41,99,55,40,436,0
keylocker,13545,13545,33,2912,3277,0,293,1910,1144,1207,258,8733,0
keyring,1319,1319,27,705,845,0,94,565,289,122,38,211,0
keystone-keycloak-backend,51288,51288,26,2025,4895,499,57,781,1677,1273,693,46308,0
kfactionantiafk-0.0.5.tar.gz,51277,51277,32,3851,9631,500,95,2200,4239,1047,489,42707,1
kfactionantiafk-0.0.6.tar.gz,37444,37444,25,1187,3772,0,103,970,820,81,160,35310,1
kfactionbypasser-0.0.1.tar.gz,77164,77164,43,2093,9667,4,125,1162,5248,336,597,69692,1
kfactionlogger-0.0.1.tar.gz,76403,76403,24,5837,10742,515,181,3857,5984,532,824,64510,1
kfactionlogger-0.0.2.tar.gz,107641,107641,34,1941,4044,0,151,1520,1372,120,233,104245,1
kfactionlogger2-0.0.2.tar.gz,42197,42197,25,5938,10786,515,153,3857,4257,627,703,32085,1
kgame,6433,6433,34,1262,1315,0,97,808,701,1249,192,3386,0
Ki,11426,11426,31,1226,3440,0,25,1003,563,80,114,9641,0
kie-server-py,20309,20309,50,2156,4171,4,240,1149,1320,1136,305,16155,0
killall,41054,41054,24,1170,2582,0,93,697,932,1244,175,37913,0
killcc-8.76.tar.gz,169548,169548,49,8484,16359,531,118,5439,14593,1134,9318,138415,1
killcontrol-1.8.tar.gz,47135,47135,42,5581,12676,519,70,3488,4256,429,779,37594,1
killcraft-7.57.tar.gz,42358,42358,33,5353,9909,508,70,3493,4244,969,2509,30565,1
killed-3.51.tar.gz,143652,143652,22,7462,13585,971,74,4513,11631,362,8896,117205,1
killed-3.98.tar.gz,201513,201513,22,9986,15679,1025,132,6383,14748,496,10655,168074,1
killed-6.32.tar.gz,96951,96951,54,8315,8938,523,77,6502,2946,122,791,85990,1
killgame-8.3.tar.gz,88604,88604,52,9199,9036,519,72,7445,2613,101,694,77160,1
killhacked-6.4.tar.gz,14575,14575,32,2251,4112,0,39,2487,812,67,133,11037,1
killhydra-3.39.tar.gz,210,210,7,22,46,0,3,24,24,54,24,81,1
killit,10202,10202,47,1953,3010,4,190,1172,1024,1117,325,6370,0
killosint-10.70.tar.gz,37065,37065,34,6482,6348,515,70,4913,2184,744,650,27989,1
killproc,2041,2041,24,1331,584,0,134,829,534,54,46,444,0
killproof-4.4.tar.gz,38413,38413,32,6487,6171,515,70,4912,2164,841,658,29253,1
killpush-10.42.tar.gz,29132,29132,29,1219,3091,0,38,883,1067,948,269,25927,1
killpyw-6.18.tar.gz,64808,64808,31,8139,7371,515,70,6354,2458,861,639,53911,1
killrand-4.79.tar.gz,46266,46266,22,4988,5185,500,49,3486,1891,543,293,39504,1
killreplace-7.72.tar.gz,89022,89022,28,2146,3389,0,38,1867,1274,1093,298,84452,1
killskids-auth-1.0.5.tar.gz,40087,40087,31,6743,5632,507,113,4990,2096,532,359,31490,1
killvisa-9.30.tar.gz,90255,90255,27,2146,3448,0,38,1917,1337,1090,302,85571,1
kindlepush,5623,5623,16,2364,905,0,277,1545,774,1110,152,1765,0
kinggame,7877,7877,22,1955,4079,497,107,681,1232,481,453,4426,0
kings_landing_obfuscate-1.1.0.tar.gz,25871,25871,26,1823,2876,0,114,1332,1048,83,155,23139,1
kintro,1584,1584,10,1252,995,0,221,980,262,0,38,83,0
kiqpolivereload,11258,11258,26,2099,4028,36,1030,700,815,1202,149,7326,0
kiran,51771,51771,44,3114,7770,501,217,1484,2077,1148,782,45562,0
kite-string,3525,3525,29,1751,1417,0,216,1136,798,87,127,1161,0
kitintel,4225,4225,16,0,2267,0,0,3,36,13,8,4165,0
kivia,18230,18230,24,4309,4464,497,534,1906,1982,1134,628,11549,0
kiwisolver,1046,1046,19,224,324,0,23,172,264,67,59,461,0
kjfgjsfgj-0.0.1-py3-none-any.tar.gz,77334,77334,26,624,2777,0,18,463,946,131,213,75563,1
kjfgjsfgj1-0.0.1-py3-none-any.tar.gz,79586,79586,27,1539,2912,0,18,1391,971,131,217,76858,1
kjfgjsfgj12-0.0.1-py3-none-any.tar.gz,26762,26762,34,1565,2896,0,18,1448,655,88,151,24402,1
kjfgjsfgj123-0.0.1-py3-none-any.tar.gz,24966,24966,52,1709,3563,4,20,1458,909,91,230,22254,1
klik-bencode,43821,43821,29,2057,5171,497,27,828,1515,646,571,39737,0
kmers,5667,5667,19,2645,2088,0,64,2579,255,1110,121,1538,0
knack,4426,4426,24,2137,3164,0,127,1913,331,55,39,1961,0
knitter,5538,5538,8,158,2038,0,1,146,53,98,17,5223,0
kongming,1397,1397,15,691,752,0,39,591,279,57,43,388,0
koreanize-matplotlib,2210,2210,16,142,1711,1,12,4,161,8,45,1979,0
kping,4613,4613,20,1255,655,0,106,787,540,1214,119,1847,0
krampus,19023,19023,39,1862,5584,501,8,507,1425,346,543,15693,0
krllint,35367,35367,20,525,2705,0,297,158,428,868,133,33483,0
ksana,3419,3419,23,155,332,0,37,99,192,1199,115,1777,0
ktcalendar-0.1.tar.gz,88369,88369,23,11091,9517,1201,145,6832,5093,1278,1414,72406,1
kt-toolkit,11143,11143,39,982,4311,4,143,604,702,59,216,9415,0
ktusvgeqiu-0.0.1-py3-none-any.tar.gz,84288,84288,31,1827,3223,0,18,1799,999,133,222,81117,1
kubepy,4804,4804,16,1035,2625,0,77,878,374,665,76,2734,0
kubernetes,985,985,22,281,386,0,38,221,259,48,44,375,0
kubes,60216,60216,41,3380,7236,507,32,1764,2516,1286,824,53287,0
kubespy-1.0.0.tar.gz,27906,27906,35,2248,3256,0,27,2105,789,82,150,24753,1
kuga,7249,7249,43,1594,2292,4,230,810,1123,1217,253,3612,0
kurama,27520,27520,23,32,2045,0,4,15,338,633,156,26374,0
kynlocker-0.1.3-py3-none-any.tar.gz,159734,159734,21,8684,14931,1050,133,5668,12208,366,8142,132167,1
L1test,1007,1007,18,529,494,0,190,302,240,51,35,189,0
l7-0.1-py3-none-any.tar.gz,145644,145644,24,7427,14784,438,65,5581,12782,464,8994,117320,1
labinform,15012,15012,24,638,2496,0,23,551,496,575,93,13274,0
labmachine,3230,3230,22,13,250,0,3,4,181,1184,100,1758,0
lalaproxy-1.tar.gz,30126,30126,37,2541,3457,0,27,2388,868,84,154,26605,1
lana,320,320,11,0,82,0,0,2,38,55,38,187,0
landlock,10161,10161,44,828,2114,16,29,110,1511,1121,503,6871,0
lanfit-exceptions,46372,46372,26,3025,5553,497,242,1262,1682,1218,555,40916,0
langchain,6648,6648,21,410,2035,0,176,207,309,70,105,5781,0
langchain-core,1297,1297,40,516,728,1,142,337,278,55,58,426,0
langchain-nvidia-trt,16209,16209,51,925,3659,4,109,358,892,1203,310,13333,0
languagestring,5807,5807,45,313,1934,4,6,92,756,1187,237,3525,0
lanplaypy,3759,3759,15,782,543,0,235,334,386,1183,94,1527,0
laproxy,10019,10019,26,601,2473,0,72,472,508,1205,218,7544,0
lastweb3toolzbro-1.0.tar.gz,30904,30904,29,3045,3563,0,96,2852,835,80,156,26885,1
lavagame,42499,42499,24,2223,5127,497,27,985,1543,708,578,38161,0
lawsplit,9297,9297,24,1435,3368,0,109,961,618,1187,192,6230,0
laysound-4.5.2.tar.gz,33898,33898,22,8359,8095,1203,90,5003,3025,623,498,23456,1
lazy-object-proxy,1594,1594,22,103,842,0,23,62,87,53,96,1273,0
lb-authorization,45970,45970,24,2422,5652,497,49,1161,1416,709,572,41566,0
lb-controller,5389,5389,21,2032,1363,0,926,709,660,1194,150,1750,0
lbsolver,38298,38298,27,2101,5595,497,37,879,1373,857,644,34011,0
lcick-0.1.tar.gz,10270,10270,21,891,2477,0,20,717,433,1161,232,7707,1
lcrmeter,45505,45505,23,2179,5896,497,220,664,1424,74,628,41998,0
ld,27712,27712,18,1327,2573,0,142,812,578,79,75,26026,0
ld_impl_linux-64-2.33.1.tar.gz,3744,3744,9,1566,1430,0,66,1080,457,103,37,2001,1
ldclient-py,9559,9559,20,2502,4118,0,308,1617,1087,1040,147,5360,0
ld-impl-linux-64.tar.gz,3744,3744,9,1566,1430,0,66,1080,457,103,37,2001,1
ld-impl-linux-64-2.33.1.tar.gz,3744,3744,9,1566,1430,0,66,1080,457,103,37,2001,1
ld-impl-linux-64-2.35.1.tar.gz,4916,4916,24,889,2106,8,26,731,388,208,325,3230,1
lean,6901,6901,17,475,726,2,185,0,481,323,130,5780,0
learn,3078,3078,20,1429,1093,0,87,943,649,88,107,1204,0
ledcontrol,2316,2316,21,1264,575,0,103,799,417,94,42,861,0
leftronic,4846,4846,19,1200,665,0,85,759,553,1244,141,2064,0
legal-pre-processing,62507,62507,28,3108,5615,503,66,1665,2128,1272,758,56115,0
legos.apod,63805,63805,29,1417,4350,0,296,732,1204,1249,291,60033,0
legrandom,3468,3468,19,1316,2014,0,119,824,427,36,35,2027,0
lencode,1781,1781,25,517,981,0,23,434,311,56,73,884,0
less,292,292,12,80,107,0,18,57,39,62,31,85,0
lfs-paypal,20093,20093,28,4261,4810,0,223,2260,3899,1105,172,12434,0
lgad,3978,3978,28,717,660,0,174,376,349,1200,105,1774,0
lgame,11292,11292,31,1498,2340,2,117,913,923,1236,211,7890,0
lgtbad-1.31.tar.gz,97019,97019,52,3888,4694,8,44,3406,1630,132,419,91380,1
lgtbcraft-9.19.tar.gz,85744,85744,29,7121,6413,507,63,5681,2016,126,322,77029,1
lgtbhttp-3.65.tar.gz,164463,164463,27,5106,13668,297,107,2901,22112,823,17429,120794,1
lgtbpep-3.67.tar.gz,32113,32113,35,3587,3971,0,39,3395,883,91,156,27549,1
lgtbpost-5.34.tar.gz,62698,62698,23,3633,8993,204,78,2319,8536,250,6914,44397,1
lgtbpull-3.49.tar.gz,34108,34108,51,3671,4602,4,41,3336,1122,82,246,29277,1
lgtbre-10.92.tar.gz,33434,33434,30,5380,9257,508,71,3492,3490,856,1776,23241,1
lgtbsplit-4.51.tar.gz,5306,5306,27,1228,1568,0,40,1083,864,1043,154,2122,1
lgtbstr-8.92.tar.gz,78138,78138,39,2438,3481,0,38,2115,1449,154,292,74090,1
lgtbultra-9.46.tar.gz,27573,27573,28,3199,3369,0,38,2856,951,84,205,23439,1
lgtbvm-3.96.tar.gz,28461,28461,29,3574,3595,0,39,3272,899,86,207,23958,1
lgtm,10776,10776,38,1512,1757,0,296,913,614,1215,249,7489,0
libadcvcpu-2.61.tar.gz,83109,83109,30,3583,3727,0,39,3278,1268,134,289,78101,1
libadstringstudy-1.47.tar.gz,83319,83319,28,3585,3754,0,38,3322,1156,131,226,78446,1
libadtool-1.45.tar.gz,30152,30152,57,3742,4324,4,44,3277,1201,103,240,25283,1
libadtoolmc-9.41.tar.gz,24223,24223,26,1219,2771,0,38,844,891,90,203,22157,1
libadtoolrandom-4.32.tar.gz,77587,77587,30,3581,3597,0,39,3231,1235,138,285,72659,1
libadvian,30692,30692,23,2923,4999,0,51,2822,540,746,109,26424,0
libaio-bins,36781,36781,23,29,2382,0,3,17,355,803,123,35480,0
libaloha,33389,33389,44,1014,4892,8,106,525,1307,1132,414,29897,0
libaryscraper-0.9.0-py3-none-any.tar.gz,78644,78644,55,3136,4110,4,19,2844,1233,133,306,74105,1
libase,24902,24902,35,3167,4694,0,554,1603,1387,1137,294,19927,0
libastr,10793,10793,21,1698,5141,497,27,516,2155,239,491,6868,0
libblas3-0.0.1.tar.gz,28291,28291,31,4144,3556,0,102,3603,1101,86,213,23186,1
libbmc,4063,4063,23,320,921,0,46,120,381,1115,178,2223,0
libcandyadhydra-9.66.tar.gz,28274,28274,29,3583,3561,0,39,3301,943,87,209,23695,1
libcandycraftcontrol-1.38.tar.gz,80174,80174,34,3590,3712,0,40,3313,1204,134,227,75256,1
libcandyedpong-8.7.tar.gz,36992,36992,29,3574,3591,0,37,3248,924,64,154,32565,1
libcandygame-10.92.tar.gz,29481,29481,31,3535,3625,0,39,3318,919,85,151,24969,1
libcandyintelvisa-9.38.tar.gz,29986,29986,31,3574,3688,0,39,3353,969,83,152,25390,1
libcandykillosint-8.91.tar.gz,87868,87868,30,3582,3837,0,39,3361,1266,130,234,82838,1
libcandyosint-5.90.tar.gz,89751,89751,52,3734,4535,4,42,3467,1540,131,326,84241,1
